index,average_similarity
0,0.8303902745246887
0,0.9049676358699799
0,0.4501131270080805
0,0.6254849433898926
0,0.9250004887580872
0,0.9095180928707123
0,0.6559327691793442
0,0.6089019328355789
0,0.5008590519428253
0,0.78397536277771
0,0.2556486167013645
0,0.5738624036312103
0,0.58254174888134
0,0.8909182250499725
0,0.7361596524715424
0,0.8445748090744019
0,0.36820585280656815
0,0.18183626979589462
0,0.8655662834644318
0,0.7628934681415558
0,0.7704609930515289
0,0.9237166941165924
0,0.8219914734363556
0,0.9279426038265228
0,0.6795330047607422
0,0.8922955095767975
0,0.5065151229500771
0,0.7685215175151825
0,0.08507275208830833
0,0.3810711055994034
0,0.5668911188840866
0,0.8524064123630524
0,0.8904245793819427
0,0.7998857498168945
0,0.8836292922496796
0,0.8661389946937561
0,0.9009697735309601
0,0.52859728038311
0,0.785378485918045
0,0.8601692318916321
0,0.6186551004648209
0,0.7721833884716034
0,0.8372460305690765
0,0.8099205195903778
0,0.8398724794387817
0,0.8566611707210541
0,0.8991109430789948
0,0.16019702702760696
0,0.8590501546859741
0,0.9221151471138
0,0.8850303590297699
0,0.8569006621837616
0,0.06856243312358856
0,0.869873583316803
0,0.8612499237060547
0,0.8690027892589569
0,0.8731095492839813
0,0.3946661949157715
0,0.74007847905159
0,0.7161076366901398
0,0.9144626557826996
0,0.7442800402641296
0,0.6230254918336868
0,0.8917560875415802
0,0.8392104506492615
0,0.9035683870315552
0,0.33145176246762276
0,0.6381265819072723
0,0.9136172831058502
0,0.467815178912133
0,0.8636905252933502
0,0.7986833155155182
0,0.8622171580791473
0,0.8741684854030609
0,0.5776858031749725
0,0.7466725409030914
0,0.851126104593277
0,0.6834658980369568
0,0.8774169683456421
0,0.6825786530971527
0,0.24835603684186935
0,0.7859855890274048
0,0.5305606126785278
0,0.903522402048111
0,0.87877357006073
0,0.7300136387348175
0,0.8801499307155609
0,0.8789382576942444
0,0.822557270526886
0,0.682968020439148
0,0.9354535639286041
0,0.7376347780227661
0,0.3964883517473936
0,0.688235342502594
0,0.4659608528017998
0,0.8673841953277588
0,0.7719644904136658
0,0.5985516160726547
0,0.8457114696502686
0,0.6443272829055786
0,0.16699351370334625
0,0.8676967918872833
0,0.8901219069957733
0,0.6947409510612488
0,0.5377102717757225
0,0.9126956760883331
0,0.9616342782974243
0,0.8202214539051056
0,-0.06741354241967201
0,0.6658045649528503
0,0.0357103506103158
0,0.7004480957984924
0,0.8189928829669952
0,0.6742447018623352
0,0.8329207301139832
0,0.903457522392273
0,0.8898643851280212
0,0.8260411620140076
0,0.7213730812072754
0,0.9252593815326691
0,0.4417118690907955
0,0.7455092370510101
0,0.5523088127374649
0,0.2472102791070938
0,0.5323129296302795
0,0.9075649976730347
0,0.704927384853363
0,0.8932061195373535
0,0.8888331651687622
0,0.6637305915355682
0,0.0771486796438694
0,0.9101605117321014
0,0.5449607670307159
0,0.8079919219017029
0,0.8441559076309204
0,0.46223312988877296
0,0.8650253713130951
0,0.665619820356369
0,0.53312087059021
0,0.6513892710208893
0,0.6737066209316254
0,0.7817647457122803
0,0.37564216554164886
0,0.8722772598266602
0,0.8293642699718475
0,0.8200633227825165
0,0.796845555305481
0,0.829771876335144
0,0.7438771724700928
0,0.7608258128166199
0,0.9246029257774353
0,0.8865485191345215
0,0.7469002604484558
0,0.4433543086051941
0,0.8771131336688995
0,0.8149398863315582
0,0.8081731796264648
0,0.742745965719223
0,0.9525547921657562
0,0.7912738025188446
0,0.901197761297226
0,0.42784878611564636
0,0.7086301743984222
0,0.9216810464859009
0,0.5238213837146759
0,0.9085860848426819
0,0.47299638390541077
0,0.861937552690506
0,0.7921919524669647
0,0.8512004315853119
0,0.8802404403686523
0,0.8690233528614044
0,0.8882730305194855
0,0.41253800690174103
0,0.8638478815555573
0,0.8418461382389069
0,0.7857356071472168
0,0.7783673405647278
0,0.13987410813570023
0,0.8046536445617676
0,0.7974103391170502
0,0.886082261800766
