index,average_similarity
0,0.7192867994308472
0,0.05442969128489494
0,0.05335157364606857
0,0.9367455840110779
0,0.5435543060302734
0,0.7745844721794128
0,0.8288120031356812
0,0.8976474404335022
0,0.6746169328689575
0,0.409725159406662
0,0.6992371678352356
0,0.4487884044647217
0,0.8885169625282288
0,0.7781741619110107
0,0.1755489856004715
0,0.46008896827697754
0,0.6073682308197021
0,0.49573418498039246
0,0.5115259289741516
0,0.7326470613479614
0,0.6672797799110413
0,0.8989759087562561
0,0.6809102892875671
0,0.367343544960022
0,0.6521322727203369
0,0.631857693195343
0,0.07289959490299225
0,0.864815354347229
0,0.5072264075279236
0,0.6988009214401245
0,0.9332554936408997
0,0.8976960778236389
0,0.6333125233650208
0,0.9618271589279175
0,0.5713762044906616
0,0.6182653307914734
0,0.8238087296485901
0,0.8987459540367126
0,0.7091901302337646
0,0.7875847220420837
0,0.9374430775642395
0,0.7968752384185791
0,0.6818710565567017
0,0.5357474684715271
0,0.7425935864448547
0,0.3420770913362503
0,0.4542474076151848
0,0.39332519844174385
0,0.4359147995710373
0,0.7483383119106293
0,0.5628266632556915
0,0.813939094543457
0,0.7522077560424805
0,0.7150247395038605
0,0.7307506501674652
0,0.3423282727599144
0,0.7933118641376495
0,0.9441366791725159
0,0.8583842515945435
0,0.6860483884811401
0,0.7409694492816925
0,0.857298344373703
0,0.5935928523540497
0,0.6786548495292664
0,0.5985603407025337
0,0.8042590618133545
0,0.9685558080673218
0,0.40998874604701996
0,0.5073129534721375
0,0.30537082254886627
0,0.4790140986442566
0,0.46249090880155563
0,0.7560960650444031
0,0.6607286930084229
0,0.8463655412197113
0,0.29416288435459137
0,0.6696501076221466
0,0.7968568503856659
0,0.7953752279281616
0,0.8517654538154602
0,0.7925610542297363
0,0.759730875492096
0,0.41813114285469055
0,0.351310059428215
0,0.5633774995803833
0,0.7149023711681366
0,0.7763116359710693
0,0.8111845552921295
0,0.07779906271025538
0,0.6580620110034943
0,0.7772977352142334
0,0.5346370339393616
0,0.4942554198205471
0,0.8921414613723755
0,0.5836228728294373
0,0.47172703593969345
0,0.7705039083957672
0,0.5025942623615265
0,0.7103847861289978
0,0.8437168598175049
0,0.8312260210514069
0,0.574901282787323
0,0.7333783805370331
0,0.605194479227066
0,0.34914058446884155
0,0.7994542717933655
0,0.5263875424861908
0,0.9723443388938904
0,0.6292390823364258
0,0.34813612746074796
0,0.7190135419368744
0,0.6921642422676086
0,0.2685457766056061
0,0.6878527700901031
0,0.8327933847904205
0,0.7832097411155701
0,0.6590551137924194
0,0.8493245244026184
0,0.7757173776626587
0,0.7135673463344574
0,0.5580966919660568
0,0.5423909202218056
0,0.6637279391288757
0,0.4475104436278343
0,0.7437628507614136
0,0.6096109449863434
0,0.494344562292099
0,0.5381148084998131
0,0.7926853597164154
0,0.5872470140457153
0,0.31729947798885405
0,0.3785051107406616
0,0.7322756350040436
0,0.6158252358436584
0,0.7706031501293182
0,0.8462566435337067
0,0.5341266244649887
0,0.7637340724468231
0,0.6443094611167908
0,0.21367738395929337
0,0.1243428885936737
0,0.7924267649650574
0,0.7859275937080383
0,0.4266595393419266
0,0.9142960906028748
0,0.7210212796926498
0,0.5302263647317886
0,0.6030789911746979
0,0.7789128124713898
0,0.6760540008544922
0,0.9143033623695374
0,0.79673171043396
0,0.24249736219644547
0,0.8931876122951508
0,0.6026951968669891
0,0.6750498414039612
0,0.7791178524494171
0,0.4616275280714035
0,0.4756370037794113
0,0.797904372215271
0,0.3463134914636612
0,0.18818536400794983
0,0.6335750073194504
0,0.3880614899098873
0,0.777750700712204
0,0.6124759912490845
0,0.3809295818209648
0,0.49762122333049774
0,0.42662982642650604
0,0.5609552562236786
0,0.836196094751358
0,0.9465469121932983
0,0.48496968299150467
0,0.6795260012149811
0,0.34905876964330673
0,0.5752189755439758
0,0.7211659103631973
0,0.7102847397327423
0,0.7146207392215729
0,0.5667940974235535
0,0.8503815233707428
0,0.2844062019139528
0,0.40625981986522675
0,0.6225309073925018
0,0.87624391913414
0,0.17218801379203796
0,0.2950543984770775
0,0.3904585912823677
0,0.21869775094091892
0,0.45319340005517006
0,0.6302636563777924
0,0.8652816414833069
0,0.5711217224597931
0,0.8463690876960754
0,0.5192396640777588
0,0.39955777674913406
0,0.7625667452812195
0,0.788184404373169
0,0.5073218196630478
0,0.8100680708885193
0,0.7024858742952347
0,0.4043470430187881
0,0.7103170454502106
0,0.8031029403209686
0,0.6877180337905884
0,0.7523356676101685
0,0.08545962916105054
0,0.09324529394507408
0,0.7919214963912964
0,0.48212771117687225
0,0.5678360164165497
0,0.9069124758243561
0,0.17881914600729942
0,0.6964608132839203
0,0.7706315517425537
0,0.6520673036575317
0,0.19047167152166367
0,0.6592675447463989
0,0.7397780418395996
0,0.4516912251710892
0,0.8200479447841644
0,0.6331775188446045
0,0.5038017183542252
0,0.7207806706428528
0,0.7381009757518768
0,0.6169614195823669
0,0.574610561132431
0,0.7573727071285248
0,0.7512522339820862
0,0.35766999423503876
0,0.7514535188674927
0,0.8328991234302521
0,0.4214305430650711
0,0.6263949573040009
0,0.5654092133045197
0,0.8497955501079559
0,0.814918041229248
0,0.3698154129087925
0,0.7573193311691284
0,0.6317456662654877
0,0.5036641135811806
0,0.6002103984355927
0,0.2697299048304558
0,0.6844402551651001
0,0.8332342505455017
0,0.8290022611618042
0,0.7328213751316071
0,0.8057880103588104
0,0.4604632705450058
0,0.7137461006641388
0,0.7466336786746979
0,0.8026041686534882
0,0.48419392108917236
0,0.4109990559518337
0,0.6079229712486267
0,0.33588897436857224
0,0.5902645885944366
0,0.4715258404612541
0,0.7474141418933868
0,0.3899476006627083
0,0.509635329246521
0,0.8403850793838501
0,0.42610763758420944
0,0.7484242916107178
0,0.7852799594402313
0,0.4908464252948761
0,0.7417686879634857
0,0.8680711984634399
0,0.3793295919895172
0,0.5962763428688049
0,0.586240217089653
0,0.8273271024227142
0,0.5945397019386292
0,0.4416988790035248
0,0.3091553673148155
0,0.7009452283382416
0,0.7533903419971466
0,0.37104669213294983
0,0.3335322178900242
0,0.6340085119009018
0,0.33647843450307846
0,0.5453175604343414
0,0.7851027250289917
0,0.8570246994495392
0,0.45221564173698425
0,0.8069753646850586
0,0.47731180489063263
0,0.3629850298166275
0,0.3932032883167267
0,0.5473835915327072
0,0.4907676875591278
0,0.8311960697174072
0,0.3207348734140396
0,0.4179304912686348
0,0.8919715285301208
0,0.7831394374370575
0,0.7696757316589355
0,0.44685740768909454
0,0.658190131187439
0,0.37379589304327965
0,0.544963002204895
0,0.6645260751247406
0,0.8279367387294769
0,0.7292297184467316
0,0.615713506937027
0,0.7728346288204193
0,0.2927134037017822
0,0.5087845027446747
0,0.7916108667850494
0,0.4871475510299206
0,0.5382262319326401
0,0.29958483949303627
0,0.6484842598438263
0,0.5885382294654846
0,0.7747407257556915
0,0.511994794011116
0,0.1930500715970993
0,0.2661626413464546
0,0.7728332877159119
0,0.5781221836805344
0,0.30110863596200943
