coherence_scores_original,coherence_scores_fake
0.4309134888980124,0.4309134888980124
0.4303717349584286,0.4303717349584286
0.2879977871974309,0.2879977871974309
0.4474156107753515,0.4474156107753515
0.39489463137255776,0.39489463137255776
0.40949298242727916,0.40949298242727916
0.3980249491604892,0.3980249491604892
0.3241449858654629,0.3241449858654629
0.3352465621299214,0.3352465621299214
0.4311573151499033,0.4311573151499033
0.42793763225728815,0.42793763225728815
0.5459026765255701,0.5459026765255701
0.33918200102117324,0.33918200102117324
0.2812917505136945,0.2812917505136945
0.3600492974122365,0.3600492974122365
0.41287922859191895,0.41287922859191895
0.3197785662487149,0.3197785662487149
0.25296576227992773,0.25296576227992773
0.4797600477933884,0.4797600477933884
0.3479989757761359,0.3479989757761359
0.35665091526295456,0.35665091526295456
0.5627509132027626,0.5627509132027626
0.4137762015064557,0.4137762015064557
0.42187944427132607,0.42187944427132607
0.4650208150798624,0.4650208150798624
0.6192444562911987,0.6192444562911987
0.4677146856601422,0.4677146856601422
0.4685824513435364,0.4685824513435364
0.33868547645397484,0.33868547645397484
0.5590696930885315,0.5590696930885315
0.40272285209761727,0.40272285209761727
0.40621271676250864,0.40621271676250864
0.3673092294484377,0.3673092294484377
0.5483888792140144,0.5483888792140144
0.4066810682415962,0.4066810682415962
0.40603022442923653,0.40603022442923653
0.39007948173416984,0.39007948173416984
0.5153033435344696,0.5153033435344696
0.5803326831923591,0.5803326831923591
0.5342538356781006,0.5342538356781006
0.340637121083481,0.340637121083481
0.27950446705023446,0.27950446705023446
0.45514583256509566,0.45514583256509566
0.49028755476077396,0.49028755476077396
0.3039997624499457,0.3039997624499457
0.5827596634626389,0.5827596634626389
0.34079665607876247,0.34079665607876247
0.0,0.0
0.3531207333284396,0.3531207333284396
0.19591553509235382,0.19591553509235382
0.3871590094640851,0.3871590094640851
0.619409404695034,0.619409404695034
0.34708465400495025,0.34708465400495025
0.2954865751618689,0.2954865751618689
0.32798281591385603,0.32798281591385603
0.3394678235054016,0.3394678235054016
0.3892232821537898,0.3892232821537898
0.36221982818096876,0.36221982818096876
0.47145827966076986,0.47145827966076986
0.26351448986679316,0.26351448986679316
0.3786943445310873,0.3786943445310873
0.5255223129476819,0.5255223129476819
0.36707301434272754,0.36707301434272754
0.18380898391378336,0.18380898391378336
0.3954285573959351,0.3954285573959351
0.33867820591798853,0.33867820591798853
0.3845184146511284,0.3845184146511284
0.3645042344927788,0.3645042344927788
0.5138333903418647,0.5138333903418647
0.2464522970840335,0.2464522970840335
0.2621703208734592,0.2621703208734592
0.3646437829981248,0.3646437829981248
0.36086556911468504,0.36086556911468504
0.39653487895664413,0.39653487895664413
0.44350212812423706,0.44350212812423706
0.0,0.0
0.2646448952811105,0.2646448952811105
0.2946847342989511,0.2946847342989511
0.32694810972763944,0.32694810972763944
0.350775570386932,0.350775570386932
0.29116235618238095,0.29116235618238095
0.4703788591755761,0.4703788591755761
0.3695062194019556,0.3695062194019556
0.4241836243974311,0.4241836243974311
0.33246816756824654,0.33246816756824654
0.2882153183221817,0.2882153183221817
0.4737170912001444,0.4737170912001444
0.4920497376185197,0.4920497376185197
0.4242526685508589,0.4242526685508589
0.2950079137725489,0.2950079137725489
0.5153972208499908,0.5153972208499908
0.34201943371444943,0.34201943371444943
0.26844485735763673,0.26844485735763673
0.47997094644233584,0.47997094644233584
0.2682538279997451,0.2682538279997451
0.3987958859652281,0.3987958859652281
0.3295965881811248,0.3295965881811248
0.46852120481155535,0.46852120481155535
0.33599058957770467,0.33599058957770467
0.3313990717425066,0.3313990717425066
0.25981906626154394,0.25981906626154394
0.465792241692543,0.465792241692543
0.4904626391150735,0.4904626391150735
0.3543264357034456,0.3543264357034456
0.4427844136953354,0.4427844136953354
0.30526269333703177,0.30526269333703177
0.31453945736090344,0.31453945736090344
0.35381882484344873,0.35381882484344873
0.27407210448692587,0.27407210448692587
0.449533137306571,0.449533137306571
0.3956296771862789,0.3956296771862789
0.25822172194926274,0.25822172194926274
0.23247239115433052,0.23247239115433052
0.3108481528127895,0.3108481528127895
0.45400192817816365,0.45400192817816365
0.2557974507738101,0.2557974507738101
0.343339747749269,0.343339747749269
0.47999400994740427,0.47999400994740427
0.34425657694893225,0.34425657694893225
0.36956997783411116,0.36956997783411116
0.29365405285110074,0.29365405285110074
0.30524454452097416,0.30524454452097416
0.26174548444779294,0.26174548444779294
0.32855313238413897,0.32855313238413897
0.3983098855242133,0.3983098855242133
0.33462293197711307,0.33462293197711307
0.26430468873253893,0.26430468873253893
0.3680234594004495,0.3680234594004495
0.37698093180855113,0.37698093180855113
0.3406484298408031,0.3406484298408031
0.35544549788420016,0.35544549788420016
0.46830273005697465,0.46830273005697465
0.37966294303536413,0.37966294303536413
0.2326042543610801,0.2326042543610801
0.5076545043425127,0.5076545043425127
0.39623801139268006,0.39623801139268006
0.397793173789978,0.397793173789978
0.35980061086870374,0.35980061086870374
0.27218915401574445,0.27218915401574445
0.277398346865084,0.277398346865084
0.4965519200671803,0.4965519200671803
0.34469735835279736,0.34469735835279736
0.37314828000962735,0.37314828000962735
0.25864625305813904,0.25864625305813904
0.3536583481149541,0.3536583481149541
0.35206034613980186,0.35206034613980186
0.3373812784751256,0.3373812784751256
0.37905166254324074,0.37905166254324074
0.3345736523087208,0.3345736523087208
0.2831817188610633,0.2831817188610633
0.5192225012514327,0.5192225012514327
0.33803600932543093,0.33803600932543093
0.24374716498312496,0.24374716498312496
0.6636255979537964,0.6636255979537964
0.49308989535678516,0.49308989535678516
0.40869785100221634,0.40869785100221634
0.3764043202002843,0.3764043202002843
0.32345253019593656,0.32345253019593656
0.47273845473925274,0.47273845473925274
0.3854933165405926,0.3854933165405926
0.5495373994112015,0.5495373994112015
0.3612198067208131,0.3612198067208131
0.2354980360854555,0.2354980360854555
0.4115843658263867,0.4115843658263867
0.34263283014297485,0.34263283014297485
0.21242747828364372,0.21242747828364372
0.33046967461705207,0.33046967461705207
0.36574453487992287,0.36574453487992287
0.4014190187056859,0.4014190187056859
0.3019426158544692,0.3019426158544692
0.3833426982164383,0.3833426982164383
0.5028974202118421,0.5028974202118421
0.4881483955042703,0.4881483955042703
0.4043228544178419,0.4043228544178419
0.4168286340104209,0.4168286340104209
0.3742959126830101,0.3742959126830101
0.2953936180898121,0.2953936180898121
0.41962846675339865,0.41962846675339865
0.3095919953092285,0.3095919953092285
0.35751691303755107,0.35751691303755107
0.23756076298330142,0.23756076298330142
0.30802421796728263,0.30802421796728263
0.41644707497428446,0.41644707497428446
0.3249940425157547,0.3249940425157547
0.3722634922180857,0.3722634922180857
0.5697971752711705,0.5697971752711705
0.36149424438675243,0.36149424438675243
0.30847649702004026,0.30847649702004026
0.3636641092598438,0.3636641092598438
0.3429709049976534,0.3429709049976534
0.40009413088361423,0.40009413088361423
0.36583924271166324,0.36583924271166324
0.3817236240168935,0.3817236240168935
0.27379275079477916,0.27379275079477916
0.409893320252498,0.409893320252498
0.3750579431653023,0.3750579431653023
0.48938117921352386,0.48938117921352386
0.36091103370448474,0.36091103370448474
0.11497423052787781,0.11497423052787781
0.30188055387274787,0.30188055387274787
0.34805441126227377,0.34805441126227377
0.3677753752895764,0.3677753752895764
0.3046533167362213,0.3046533167362213
0.5648741386830807,0.5648741386830807
0.2672834968349586,0.2672834968349586
0.34087310616786665,0.34087310616786665
0.2520188914818896,0.2520188914818896
0.351025501695963,0.351025501695963
0.36910114695246404,0.36910114695246404
0.48525545852524893,0.48525545852524893
0.43513493686914445,0.43513493686914445
0.3172611107584089,0.3172611107584089
0.23398821180065474,0.23398821180065474
0.24617095937331518,0.24617095937331518
0.31755472554100883,0.31755472554100883
0.27394713174838287,0.27394713174838287
0.3108062148094177,0.3108062148094177
0.4408956617116928,0.4408956617116928
0.45631284586020876,0.45631284586020876
0.42688981550080435,0.42688981550080435
0.25848259748174596,0.25848259748174596
0.43045978248119354,0.43045978248119354
0.4095247043296695,0.4095247043296695
0.3674564970391137,0.3674564970391137
0.4564287349581718,0.4564287349581718
0.4290575807293256,0.4290575807293256
0.4296286674706559,0.4296286674706559
0.3755736460288366,0.3755736460288366
0.5312939584255219,0.5312939584255219
